100
Taste 1 , Taste 0
4.966666666666667 , -0.6333333333333333
11.25 , -2.45
20 , -4.533333333333333
26.916666666666668 , -7.116666666666666
33.95 , -9.55
41.7 , -11.9
47.96666666666667 , -14.033333333333333
51.483333333333334 , -15.35
57.516666666666666 , -17.516666666666666
64.05 , -19.783333333333335
72.03333333333333 , -21.033333333333335
79.85 , -22.65
86.35 , -24.083333333333332
95.28333333333333 , -25.75
101.85 , -27.65
108.4 , -29.933333333333334
115.98333333333333 , -32.05
123.41666666666667 , -34.21666666666667
130.28333333333333 , -35.95
136.51666666666668 , -38.38333333333333
141.58333333333334 , -40.45
146.41666666666666 , -41.95
152.3 , -43.1
159.03333333333333 , -44.96666666666667
164.65 , -46.18333333333333
170.78333333333333 , -47.65
176.45 , -48.71666666666667
181.26666666666668 , -48.53333333333333
185.48333333333332 , -48.55
188.16666666666666 , -46.9
189.9 , -44.63333333333333
191.3 , -42.43333333333333
193.45 , -39.78333333333333
196.45 , -39.31666666666667
201.51666666666668 , -39.25
206.35 , -39.21666666666667
210.31666666666666 , -39.916666666666664
216.55 , -41.083333333333336
219.05 , -39.78333333333333
223.61666666666667 , -38.416666666666664
228.78333333333333 , -37.31666666666667
230.95 , -33.81666666666667
231.41666666666666 , -29.683333333333334
230.41666666666666 , -23.083333333333332
229.4 , -16.066666666666666
227.31666666666666 , -7.383333333333334
225.15 , 0.9166666666666666
223.05 , 9.216666666666667
220.46666666666667 , 16.466666666666665
218.11666666666667 , 24.216666666666665
215.7 , 31.966666666666665
213.25 , 39.21666666666667
211.06666666666666 , 46.333333333333336
209.1 , 52.56666666666667
208.08333333333334 , 60.38333333333333
207.81666666666666 , 64.38333333333334
208.78333333333333 , 68.95
210.41666666666666 , 72.38333333333334
211.91666666666666 , 76.15
213.43333333333334 , 80.16666666666667
213.63333333333333 , 84.5
213.7 , 88.76666666666667
212.9 , 95.03333333333333
212.5 , 100.16666666666667
211.73333333333332 , 105.26666666666667
211.25 , 112.01666666666667
209.71666666666667 , 117.55
209.03333333333333 , 124.56666666666666
208.4 , 131.33333333333334
208.03333333333333 , 138.36666666666667
207.26666666666668 , 146
206.9 , 152.9
205.58333333333334 , 158.75
204.9 , 164.1
203.93333333333334 , 168.6
203.5 , 176.16666666666666
202.55 , 181.71666666666667
201.58333333333334 , 187.28333333333333
200.95 , 195.71666666666667
200 , 200
