0 , 0.155
 0 , 0.325
 0 , 0.575
 0 , 0.855
 0 , 1.155
 0 , 1.455
 0 , 1.755
 0 , 2.035
 0 , 2.335
 0 , 2.635
 0 , 2.935
 0 , 3.235
 0 , 3.535
 0 , 3.835
 0 , 4.135
 0 , 4.435
 0.715 , 4.735
 1.905 , 5.005
 2.16 , 5.255
 2.375 , 5.51
 2.63 , 5.76
 2.87 , 5.99
 3.115 , 6.265
 3.595 , 6.53
 3.6 , 6.81
 3.835 , 7.03
 3.85 , 7.325
 4.08 , 7.585
 4.08 , 7.795
 4.08 , 7.995
 4.785 , 8.2
 5.515 , 8.445
 5.52 , 8.685
 5.755 , 8.875
 6.235 , 9.06
 6.705 , 9.285
 6.955 , 9.53
 7.195 , 9.79
 7.2 , 9.99
 7.675 , 10.175
 8.38 , 10.42
 8.4 , 10.59
 9.12 , 10.715
 9.6 , 10.86
 10.32 , 11.045
 10.32 , 11.25
 11.27 , 11.36
 11.76 , 11.49
 12.72 , 11.6
 12.96 , 11.76
 14.155 , 11.76
 15.355 , 11.76
 16.555 , 11.85
 17.28 , 11.94
 18.24 , 11.94
 19.44 , 11.94
 20.64 , 11.995
 21.6 , 12
 22.8 , 12
 24 , 12
 25.2 , 12
 26.4 , 12
 27.6 , 12
 28.8 , 12
 30 , 12
 31.2 , 12
 32.4 , 12
 33.6 , 12
 34.8 , 12
 36 , 12
 37.2 , 12
 38.4 , 12
 39.6 , 12
 40.8 , 12
 42 , 12
 43.2 , 12
 44.4 , 12
 45.6 , 12
 46.8 , 12
 48 , 12
 
