100
Taste 1 , Taste 0
2.433333333333333 , 3.033333333333333
5.433333333333334 , 4.3
8.333333333333334 , 6.866666666666666
11.2 , 9.133333333333333
13.316666666666666 , 10.816666666666666
15.866666666666667 , 13.533333333333333
18.283333333333335 , 15.65
20.6 , 18.866666666666667
22.683333333333334 , 21.383333333333333
25.316666666666666 , 23.816666666666666
27.85 , 25.95
30.216666666666665 , 28.05
33.15 , 30.65
35.166666666666664 , 33.166666666666664
37.5 , 35.03333333333333
39.46666666666667 , 38.53333333333333
41.18333333333333 , 41.416666666666664
43.55 , 43.45
45.96666666666667 , 46.233333333333334
48.88333333333333 , 47.65
50.95 , 50.05
54.083333333333336 , 52.45
55.68333333333333 , 55.25
59.333333333333336 , 56.8
61.583333333333336 , 58.55
64.16666666666667 , 61.7
66.18333333333334 , 64.35
69.53333333333333 , 66.4
72.68333333333334 , 68.58333333333333
75.93333333333334 , 70.6
78.18333333333334 , 73.61666666666666
80.8 , 76.93333333333334
82.91666666666667 , 80.48333333333333
84.88333333333334 , 82.38333333333334
86.85 , 85.55
89.43333333333334 , 88.16666666666667
91.83333333333333 , 90.76666666666667
94.53333333333333 , 93.86666666666666
97.41666666666667 , 95.65
100.4 , 98.06666666666666
102.55 , 101.91666666666667
104.9 , 104.5
106.93333333333334 , 107.4
110.06666666666666 , 110
112.71666666666667 , 112.68333333333334
115.95 , 115.71666666666667
119.3 , 118.03333333333333
121.25 , 120.61666666666666
122.95 , 124.18333333333334
126.18333333333334 , 126.28333333333333
128.41666666666666 , 129.25
130.3 , 132.16666666666666
133.5 , 134.03333333333333
136.53333333333333 , 136.4
139.75 , 138.18333333333334
141.4 , 141.4
143.3 , 144.63333333333333
146.35 , 145.85
149.03333333333333 , 147.7
151.9 , 150.1
154.3 , 152.03333333333333
156.28333333333333 , 154.91666666666666
158.4 , 156.86666666666667
160.63333333333333 , 158.7
162.93333333333334 , 161.4
166.43333333333334 , 163.56666666666666
168.9 , 166.43333333333334
171.68333333333334 , 168.31666666666666
173.35 , 170.78333333333333
175.63333333333333 , 173.63333333333333
178.68333333333334 , 176.51666666666668
181.31666666666666 , 179.21666666666667
183.55 , 181.51666666666668
186.4 , 183.26666666666668
188.31666666666666 , 186.88333333333333
190.48333333333332 , 190.18333333333334
192.96666666666667 , 192.76666666666668
194.93333333333334 , 195.8
197.41666666666666 , 197.78333333333333
200 , 200
