900
Taste 1 , Taste 0
-2.2916666666666665 , 7.5
-2.6666666666666665 , 13.166666666666666
-4.864583333333333 , 23.291666666666668
-7.25 , 26.666666666666668
-9.104166666666666 , 32.75
-10.416666666666666 , 39.833333333333336
-12.385416666666666 , 46.541666666666664
-13.96875 , 54.875
-15.572916666666666 , 62.791666666666664
-17.916666666666668 , 66.5
-19.916666666666668 , 72.33333333333333
-21.677083333333332 , 82.875
-23.354166666666668 , 89.58333333333333
-24.729166666666668 , 95.41666666666667
-27.0625 , 99.08333333333333
-29.041666666666668 , 104
-30.041666666666668 , 110.33333333333333
-31.833333333333332 , 120
-33.614583333333336 , 128.95833333333334
-35.739583333333336 , 133.625
-36.625 , 140
-37.78125 , 148.45833333333334
-40.208333333333336 , 154.16666666666666
-42.34375 , 159.54166666666666
-43.583333333333336 , 166.33333333333334
-45.229166666666664 , 174.91666666666666
-46.6875 , 178.91666666666666
-47.71875 , 182.70833333333334
-49.541666666666664 , 186
-50.166666666666664 , 193.33333333333334
-52.125 , 198.66666666666666
-52.354166666666664 , 205.75
-53 , 210.16666666666666
-54.104166666666664 , 214.91666666666666
-54.770833333333336 , 219.75
-54.052083333333336 , 224.20833333333334
-51.447916666666664 , 226.45833333333334
-49.177083333333336 , 229.70833333333334
-47.28125 , 236.125
-45.541666666666664 , 239.33333333333334
-44.520833333333336 , 242.58333333333334
-43.697916666666664 , 247.79166666666666
-42.4375 , 252.08333333333334
-40.958333333333336 , 254.66666666666666
-38.291666666666664 , 254.83333333333334
-35.322916666666664 , 256.625
-33.5625 , 260.4166666666667
-31.416666666666668 , 263.6666666666667
-28.09375 , 266.7083333333333
-23.53125 , 266.9583333333333
-16.739583333333332 , 266.2916666666667
-11.375 , 263.5
-4.708333333333333 , 262.6666666666667
1.8854166666666667 , 260.625
9.572916666666666 , 258.5416666666667
17.1875 , 256.25
25.3125 , 254.58333333333334
32.1875 , 251.25
39.0625 , 247.91666666666666
46.5625 , 245.41666666666666
54.0625 , 242.91666666666666
60.9375 , 239.58333333333334
68.4375 , 237.08333333333334
75.9375 , 234.58333333333334
82.8125 , 231.25
91.09375 , 229.79166666666666
99.21875 , 228.125
106.5625 , 225.41666666666666
114.53125 , 223.54166666666666
122.03125 , 221.04166666666666
128.75 , 217.5
136.71875 , 215.625
144.375 , 213.33333333333334
152.8125 , 212.08333333333334
160.15625 , 209.375
168.59375 , 208.125
176.40625 , 206.04166666666666
183.59375 , 203.125
191.09375 , 200.625
200 , 200
