0 , 0.255
 0 , 0.54
 0 , 0.81
 0 , 1.09
 0 , 1.375
 0 , 1.655
 0 , 1.95
 0 , 2.205
 0 , 2.445
 0 , 2.73
 0 , 3.005
 0 , 3.26
 0 , 3.55
 0 , 3.82
 0 , 4.12
 0 , 4.41
 0 , 4.61
 0 , 4.89
 0 , 5.17
 0 , 5.445
 0 , 5.73
 0 , 5.995
 0 , 6.25
 0 , 6.515
 0 , 6.8
 0 , 7.04
 0 , 7.325
 0 , 7.555
 0 , 7.775
 0 , 8
 0 , 8.255
 0 , 8.505
 0 , 8.74
 0 , 8.97
 0 , 9.21
 0 , 9.43
 0 , 9.58
 0 , 9.805
 0 , 9.97
 0 , 10.185
 0 , 10.39
 0 , 10.595
 0 , 10.845
 0 , 11.06
 0 , 11.27
 0 , 11.36
 0 , 11.475
 0 , 11.605
 0 , 11.7
 0 , 11.835
 0 , 11.905
 0 , 11.94
 0 , 11.94
 0 , 11.94
 0 , 11.99
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 0 , 12
 
