3.033333333333333 , 2.2333333333333334
 8.4 , 7.533333333333333
 15.366666666666667 , 14.3
 22.666666666666668 , 21.666666666666668
 29.966666666666665 , 29.166666666666668
 37.46666666666667 , 36.666666666666664
 44.96666666666667 , 44.166666666666664
 52.46666666666667 , 51.666666666666664
 59.96666666666667 , 59.166666666666664
 67.46666666666667 , 66.66666666666667
 74.96666666666667 , 74.16666666666667
 82.46666666666667 , 81.66666666666667
 89.96666666666667 , 89.16666666666667
 97.46666666666667 , 96.66666666666667
 104.96666666666667 , 104.16666666666667
 112.46666666666667 , 111.66666666666667
 119.96666666666667 , 119.16666666666667
 127.46666666666667 , 126.53333333333333
 134.96666666666667 , 133.7
 142.4 , 140.73333333333332
 149.43333333333334 , 147.9
 156.6 , 154.8
 163.03333333333333 , 161.56666666666666
 170 , 168.6
 176.96666666666667 , 175.7
 183.53333333333333 , 182.6
 190.43333333333334 , 189.23333333333332
 196.6 , 196.4
 203.76666666666668 , 202.76666666666668
 210.53333333333333 , 209.6
 217.16666666666666 , 216.1
 222.06666666666666 , 220.46666666666667
 228.83333333333334 , 227.36666666666667
 235.13333333333333 , 233.8
 241.5 , 239.5
 246.46666666666667 , 245.66666666666666
 252.1 , 252.43333333333334
 258.46666666666664 , 258.8
 264.6333333333333 , 264.43333333333334
 270.8 , 270.93333333333334
 273.7 , 274.76666666666665
 278.53333333333336 , 277.3333333333333
 280.23333333333335 , 279.7
 282.8 , 282
 281.5 , 281.5
 280.6 , 281.4
 281.43333333333334 , 280.5
 280 , 278.06666666666666
 277.5 , 277.5
 275 , 275
 272.5 , 272.5
 270 , 270
 267.5 , 267.5
 265 , 265
 262.5 , 262.5
 260 , 260
 257.5 , 257.5
 255 , 255
 252.5 , 252.5
 250 , 250
 247.5 , 247.5
 245 , 245
 242.5 , 242.5
 240 , 240
 237.5 , 237.5
 235 , 235
 232.5 , 232.5
 230 , 230
 227.5 , 227.5
 225 , 225
 222.5 , 222.5
 220 , 220
 217.5 , 217.5
 215 , 215
 212.5 , 212.5
 210 , 210
 207.5 , 207.5
 205 , 205
 202.5 , 202.5
 200 , 200
 
